Order ID,Contract Number,Client Name,Client Region,Delivery Country,Division,Product Category,Defense Platform,Serial Number,Order Date,Scheduled Delivery Date,Actual Delivery Date,Delivery Status,Unit Price USD,Quantity Ordered,Total Contract Value USD,Production Cost USD,Gross Margin USD,Quality Control Score,Security Clearance Level,Warranty Period Months
ORD-10452,ALPHA-CNT-2025-346,Ministry of Defense - Brazil,LATAM,Brazil,Land Defense,Armored Tactical Vehicle,Airborne,SN-ALPHA-975297,10/1/2023,3/5/2023,17/5/2023,Delivered Delayed,262456,6,1574736,1223895.25,350840.75,91.82,Level 1 Standard,12
ORD-10453,ALPHA-CNT-2023-158,Ministry of Defense - Poland,Europe,Poland,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-365018,30/8/2023,10/1/2024,31/12/2023,Delivered On Time,1397203,19,26546857,19647329.31,6899527.69,90.12,Level 3 Top Secret,24
ORD-10454,ALPHA-CNT-2024-924,Ministry of Defense - Canada,North America,Canada,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-303765,13/1/2023,28/4/2023,21/4/2023,Delivered On Time,425325,13,5529225,3976063.44,1553161.56,90.85,Level 2 Restricted,24
ORD-10455,ALPHA-CNT-2025-977,Ministry of Defense - Canada,North America,Canada,Cyber Security,Threat Intelligence Node,Digital Command,SN-ALPHA-220190,11/11/2025,1/5/2026,30/4/2026,Delivered On Time,516589,26,13431314,8397815.99,5033498.01,92.97,Level 2 Restricted,48
ORD-10456,ALPHA-CNT-2023-921,Ministry of Defense - UK,Europe,UK,Aerospace Systems,Jet Engine Turbine Component,Maritime,SN-ALPHA-290167,12/6/2025,13/8/2025,,In Production,346213,14,4846982,2888855.52,1958126.48,90.99,Level 1 Standard,60
ORD-10457,ALPHA-CNT-2024-929,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Submarine Communications Module,Airborne,SN-ALPHA-803571,7/1/2023,27/3/2023,26/3/2023,Delivered On Time,1237018,31,38347558,28343169.89,10004388.11,91.81,Level 3 Top Secret,60
ORD-10458,ALPHA-CNT-2025-714,Ministry of Defense - USA,North America,USA,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-938504,16/7/2023,30/11/2023,29/11/2023,Delivered On Time,953275,4,3813100,2549207.92,1263892.08,89.61,Level 1 Standard,48
ORD-10459,ALPHA-CNT-2023-513,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-694849,21/10/2024,25/2/2025,24/2/2025,Delivered On Time,1170523,39,45650397,27684564.02,17965832.98,91.52,Level 1 Standard,48
ORD-10460,ALPHA-CNT-2024-776,Ministry of Defense - UAE,Middle East,UAE,Naval Technology,Naval Target Radar,Airborne,SN-ALPHA-993650,13/5/2025,26/7/2025,20/7/2025,Delivered On Time,220205,8,1761640,1240468.49,521171.51,94.81,Level 1 Standard,12
ORD-10461,ALPHA-CNT-2025-427,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Cockpit Head Up Display,Airborne,SN-ALPHA-157030,9/4/2025,1/10/2025,,In Production,1194337,25,29858425,16723210.07,13135214.93,93.26,Level 1 Standard,48
ORD-10462,ALPHA-CNT-2023-797,Ministry of Defense - India,Asia Pacific,India,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-992744,9/8/2025,24/11/2025,23/11/2025,Delivered On Time,1474473,13,19168149,12105501.96,7062647.04,92.13,Level 3 Top Secret,24
ORD-10463,ALPHA-CNT-2024-243,Ministry of Defense - Australia,Asia Pacific,Australia,Naval Technology,Sonar Detection Array,Airborne,SN-ALPHA-887524,12/2/2023,25/6/2023,20/6/2023,Delivered On Time,968196,32,30982272,20669489.66,10312782.34,96.88,Level 2 Restricted,36
ORD-10464,ALPHA-CNT-2025-838,Ministry of Defense - Brazil,LATAM,Brazil,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-675512,12/6/2025,29/11/2025,24/1/2026,Delivered Delayed,1203276,38,45724488,26839798.17,18884689.83,98.63,Level 1 Standard,24
ORD-10465,ALPHA-CNT-2023-126,Ministry of Defense - Australia,Asia Pacific,Australia,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-583671,15/7/2024,14/8/2024,27/8/2024,Delivered Delayed,1434704,38,54518752,43405846.92,11112905.08,97.01,Level 1 Standard,48
ORD-10466,ALPHA-CNT-2024-771,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Threat Intelligence Node,Digital Command,SN-ALPHA-775990,25/10/2024,9/2/2025,1/2/2025,Delivered On Time,623881,28,17468668,10520930.51,6947737.49,91.95,Level 1 Standard,60
ORD-10467,ALPHA-CNT-2025-609,Ministry of Defense - UK,Europe,UK,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-676365,29/3/2025,10/7/2025,18/7/2025,Delivered Delayed,1068454,30,32053620,18674063.42,13379556.58,96.86,Level 1 Standard,24
ORD-10468,ALPHA-CNT-2023-402,Ministry of Defense - South Korea,Asia Pacific,South Korea,Aerospace Systems,Flight Control Radar,Maritime,SN-ALPHA-176697,25/6/2023,16/9/2023,,Under Testing,55209,3,165627,99522.57,66104.43,89.81,Level 2 Restricted,60
ORD-10469,ALPHA-CNT-2024-365,Ministry of Defense - South Korea,Asia Pacific,South Korea,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-404771,30/8/2024,17/1/2025,8/1/2025,Delivered On Time,449749,28,12592972,9347325.93,3245646.07,89.55,Level 2 Restricted,24
ORD-10470,ALPHA-CNT-2025-528,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Cockpit Head Up Display,Digital Command,SN-ALPHA-804313,30/4/2023,25/10/2023,4/12/2023,Delivered Delayed,1367931,3,4103793,2693632.94,1410160.06,92.11,Level 2 Restricted,60
ORD-10471,ALPHA-CNT-2023-514,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-170634,26/1/2024,17/5/2024,26/6/2024,Delivered Delayed,1108503,45,49882635,34486558.49,15396076.51,97.61,Level 2 Restricted,24
ORD-10472,ALPHA-CNT-2024-497,Ministry of Defense - France,Europe,France,Aerospace Systems,Jet Engine Turbine Component,Maritime,SN-ALPHA-362865,16/12/2024,14/5/2025,9/5/2025,Delivered On Time,691621,34,23515114,13056820.88,10458293.12,90.93,Level 1 Standard,60
ORD-10473,ALPHA-CNT-2025-854,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Artillery Tracking Unit,Ground Tactical,SN-ALPHA-202972,3/1/2025,26/5/2025,16/5/2025,Delivered On Time,1254242,16,20067872,11210070.37,8857801.63,88.75,Level 3 Top Secret,36
ORD-10474,ALPHA-CNT-2023-136,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-307007,21/1/2023,13/6/2023,12/6/2023,Delivered On Time,780212,22,17164664,11353676.64,5810987.36,89.57,Level 2 Restricted,12
ORD-10475,ALPHA-CNT-2024-697,Ministry of Defense - Qatar,Middle East,Qatar,Cyber Security,Encrypted Comms Server,Airborne,SN-ALPHA-860835,16/4/2024,9/7/2024,,In Production,1307361,32,41835552,31550859.32,10284692.68,98.22,Level 2 Restricted,24
ORD-10476,ALPHA-CNT-2025-825,Ministry of Defense - UK,Europe,UK,Cyber Security,Encrypted Comms Server,Maritime,SN-ALPHA-708798,5/8/2024,12/1/2025,,Under Testing,388526,38,14763988,11387607.45,3376380.55,95.54,Level 1 Standard,36
ORD-10477,ALPHA-CNT-2023-685,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Encrypted Comms Server,Digital Command,SN-ALPHA-610856,18/6/2024,16/11/2024,17/12/2024,Delivered Delayed,189005,8,1512040,864397.95,647642.05,91.01,Level 1 Standard,12
ORD-10478,ALPHA-CNT-2024-935,Ministry of Defense - Poland,Europe,Poland,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-446922,14/3/2025,26/5/2025,21/5/2025,Delivered On Time,1079661,8,8637288,5913007.69,2724280.31,94.61,Level 1 Standard,24
ORD-10479,ALPHA-CNT-2025-294,Ministry of Defense - UAE,Middle East,UAE,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-474486,6/8/2025,26/9/2025,25/11/2025,Delivered Delayed,246521,6,1479126,1151214.74,327911.26,94.28,Level 1 Standard,36
ORD-10480,ALPHA-CNT-2023-451,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-234443,27/9/2023,7/1/2024,23/2/2024,Delivered Delayed,1428336,14,19996704,12937731.28,7058972.72,95.8,Level 3 Top Secret,36
ORD-10481,ALPHA-CNT-2024-843,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-803904,3/5/2025,11/10/2025,5/10/2025,Delivered On Time,973593,32,31154976,23596512.69,7558463.31,90.77,Level 3 Top Secret,36
ORD-10482,ALPHA-CNT-2025-830,Ministry of Defense - USA,North America,USA,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-787313,23/7/2023,15/11/2023,15/11/2023,Delivered On Time,499764,35,17491740,10205099.41,7286640.59,98.29,Level 2 Restricted,48
ORD-10483,ALPHA-CNT-2023-327,Ministry of Defense - Australia,Asia Pacific,Australia,Land Defense,Artillery Tracking Unit,Airborne,SN-ALPHA-345925,26/10/2024,18/12/2024,,In Production,1255771,10,12557710,9843343.68,2714366.32,91.68,Level 3 Top Secret,60
ORD-10484,ALPHA-CNT-2024-802,Ministry of Defense - UAE,Middle East,UAE,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-204904,23/8/2023,21/11/2023,17/11/2023,Delivered On Time,1499589,3,4498767,3319441.46,1179325.54,96.26,Level 2 Restricted,12
ORD-10485,ALPHA-CNT-2025-647,Ministry of Defense - Canada,North America,Canada,Aerospace Systems,Jet Engine Turbine Component,Digital Command,SN-ALPHA-398987,7/5/2023,24/8/2023,,In Production,1148589,12,13783068,10824306.39,2958761.61,88.19,Level 2 Restricted,60
ORD-10486,ALPHA-CNT-2023-753,Ministry of Defense - Australia,Asia Pacific,Australia,Cyber Security,Quantum Cipher Hardware,Ground Tactical,SN-ALPHA-749609,22/4/2025,18/7/2025,9/7/2025,Delivered On Time,451562,49,22126538,15912395.13,6214142.87,92.43,Level 3 Top Secret,60
ORD-10487,ALPHA-CNT-2024-903,Ministry of Defense - Qatar,Middle East,Qatar,Aerospace Systems,Recon Surveillance Drone,Airborne,SN-ALPHA-173199,15/4/2025,4/7/2025,30/6/2025,Delivered On Time,266486,31,8261066,5294112.27,2966953.73,92.19,Level 2 Restricted,60
ORD-10488,ALPHA-CNT-2025-587,Ministry of Defense - Poland,Europe,Poland,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-302897,1/8/2024,7/10/2024,2/10/2024,Delivered On Time,476888,29,13829752,10850066.84,2979685.16,94.47,Level 1 Standard,36
ORD-10489,ALPHA-CNT-2023-787,Ministry of Defense - India,Asia Pacific,India,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-433222,16/5/2024,21/6/2024,20/6/2024,Delivered On Time,885988,5,4429940,2741653.07,1688286.93,88.87,Level 2 Restricted,60
ORD-10490,ALPHA-CNT-2024-467,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-609462,3/8/2024,13/9/2024,,Under Testing,960155,25,24003875,15195488.17,8808386.83,97.4,Level 1 Standard,48
ORD-10491,ALPHA-CNT-2025-619,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-572536,29/11/2024,1/3/2025,20/2/2025,Delivered On Time,600428,41,24617548,17852697.62,6764850.38,90.59,Level 3 Top Secret,24
ORD-10492,ALPHA-CNT-2023-407,Ministry of Defense - India,Asia Pacific,India,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-444295,25/6/2024,23/11/2024,,In Production,313328,31,9713168,7200653.85,2512514.15,96.06,Level 3 Top Secret,36
ORD-10493,ALPHA-CNT-2024-965,Ministry of Defense - India,Asia Pacific,India,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-746281,30/1/2025,19/3/2025,11/3/2025,Delivered On Time,161361,21,3388581,2651059.3,737521.7,97.56,Level 2 Restricted,12
ORD-10494,ALPHA-CNT-2025-274,Ministry of Defense - Chile,LATAM,Chile,Aerospace Systems,Jet Engine Turbine Component,Maritime,SN-ALPHA-791454,12/2/2023,8/7/2023,,In Production,842038,20,16840760,10124675.05,6716084.95,94.69,Level 1 Standard,24
ORD-10495,ALPHA-CNT-2023-960,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-420523,5/6/2023,19/10/2023,16/10/2023,Delivered On Time,447172,39,17439708,13071052.58,4368655.42,96.82,Level 2 Restricted,24
ORD-10496,ALPHA-CNT-2024-773,Ministry of Defense - UK,Europe,UK,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-827143,21/2/2023,17/8/2023,,In Production,1115131,22,24532882,18022750.89,6510131.11,95.88,Level 3 Top Secret,24
ORD-10497,ALPHA-CNT-2025-997,Ministry of Defense - Chile,LATAM,Chile,Aerospace Systems,Flight Control Radar,Maritime,SN-ALPHA-712546,25/9/2024,13/12/2024,27/12/2024,Delivered Delayed,664673,4,2658692,1504683.12,1154008.88,92.23,Level 2 Restricted,60
ORD-10498,ALPHA-CNT-2023-671,Ministry of Defense - France,Europe,France,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-259797,9/2/2024,16/6/2024,6/6/2024,Delivered On Time,1419222,13,18449886,11933493,6516393,97.63,Level 2 Restricted,60
ORD-10499,ALPHA-CNT-2024-285,Ministry of Defense - Qatar,Middle East,Qatar,Tactical Avionics,Tactical Data Link,Digital Command,SN-ALPHA-693024,2/5/2023,5/10/2023,28/9/2023,Delivered On Time,305658,45,13754610,8537367.65,5217242.35,91.51,Level 1 Standard,36
ORD-10500,ALPHA-CNT-2025-400,Ministry of Defense - South Korea,Asia Pacific,South Korea,Tactical Avionics,Tactical Data Link,Ground Tactical,SN-ALPHA-694397,29/11/2023,9/4/2024,,In Production,804085,42,33771570,21145143.42,12626426.58,94.8,Level 3 Top Secret,60
ORD-10501,ALPHA-CNT-2023-199,Ministry of Defense - Poland,Europe,Poland,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-482199,6/2/2024,8/5/2024,,Under Testing,153844,49,7538356,5998546.68,1539809.32,96.87,Level 2 Restricted,60
ORD-10502,ALPHA-CNT-2024-582,Ministry of Defense - Canada,North America,Canada,Land Defense,Ballistic Shielding Suite,Maritime,SN-ALPHA-946934,14/11/2023,20/1/2024,17/1/2024,Delivered On Time,1189897,20,23797940,16913061.58,6884878.42,92.51,Level 1 Standard,60
ORD-10503,ALPHA-CNT-2025-231,Ministry of Defense - Canada,North America,Canada,Cyber Security,Quantum Cipher Hardware,Ground Tactical,SN-ALPHA-431699,15/5/2025,15/6/2025,13/8/2025,Delivered Delayed,885488,13,11511344,8396593.48,3114750.52,91.6,Level 2 Restricted,36
ORD-10504,ALPHA-CNT-2023-858,Ministry of Defense - Brazil,LATAM,Brazil,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-549112,2/12/2023,28/1/2024,,In Production,148234,17,2519978,2001251.64,518726.36,93.47,Level 1 Standard,36
ORD-10505,ALPHA-CNT-2024-364,Ministry of Defense - Qatar,Middle East,Qatar,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-276831,20/7/2024,5/12/2024,,In Production,524718,36,18889848,12170737.48,6719110.52,97.73,Level 1 Standard,48
ORD-10506,ALPHA-CNT-2025-842,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Sonar Detection Array,Airborne,SN-ALPHA-105066,16/5/2023,10/8/2023,,Under Testing,801993,33,26465769,19861502.12,6604266.88,99.07,Level 2 Restricted,48
ORD-10507,ALPHA-CNT-2023-927,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-428429,6/9/2025,20/11/2025,1/12/2025,Delivered Delayed,1048922,1,1048922,690854.37,358067.63,94.49,Level 3 Top Secret,48
ORD-10508,ALPHA-CNT-2024-672,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-358133,6/10/2024,17/3/2025,12/3/2025,Delivered On Time,775571,15,11633565,8927404.87,2706160.13,95.87,Level 3 Top Secret,48
ORD-10509,ALPHA-CNT-2025-881,Ministry of Defense - USA,North America,USA,Aerospace Systems,Jet Engine Turbine Component,Airborne,SN-ALPHA-923824,5/11/2025,2/4/2026,25/3/2026,Delivered On Time,878282,13,11417666,6795388.17,4622277.83,98.75,Level 1 Standard,24
ORD-10510,ALPHA-CNT-2023-287,Ministry of Defense - Canada,North America,Canada,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-332286,16/10/2024,27/11/2024,22/11/2024,Delivered On Time,521761,17,8869937,6979944.52,1889992.48,89.17,Level 3 Top Secret,24
ORD-10511,ALPHA-CNT-2024-796,Ministry of Defense - Brazil,LATAM,Brazil,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-846794,24/6/2024,13/12/2024,25/12/2024,Delivered Delayed,1388563,24,33325512,20151701.4,13173810.6,90.76,Level 1 Standard,48
ORD-10512,ALPHA-CNT-2025-443,Ministry of Defense - Canada,North America,Canada,Cyber Security,Quantum Cipher Hardware,Ground Tactical,SN-ALPHA-875753,28/6/2025,29/9/2025,21/11/2025,Delivered Delayed,374464,8,2995712,1891957.27,1103754.73,96.44,Level 3 Top Secret,48
ORD-10513,ALPHA-CNT-2023-770,Ministry of Defense - UAE,Middle East,UAE,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-771967,24/6/2023,24/8/2023,20/8/2023,Delivered On Time,604081,27,16310187,12054012.04,4256174.96,97.8,Level 2 Restricted,12
ORD-10514,ALPHA-CNT-2024-191,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-557309,28/10/2025,23/3/2026,,In Production,1071911,45,48235995,31278090.01,16957904.99,98.2,Level 3 Top Secret,24
ORD-10515,ALPHA-CNT-2025-327,Ministry of Defense - Canada,North America,Canada,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-390119,15/12/2024,17/2/2025,30/3/2025,Delivered Delayed,1118203,23,25718669,18055864.72,7662804.28,92.94,Level 1 Standard,12
ORD-10516,ALPHA-CNT-2023-463,Ministry of Defense - France,Europe,France,Land Defense,Ballistic Shielding Suite,Maritime,SN-ALPHA-980919,9/2/2024,6/7/2024,25/7/2024,Delivered Delayed,1422542,46,65436932,43263194.09,22173737.91,89.06,Level 1 Standard,12
ORD-10517,ALPHA-CNT-2024-328,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Cockpit Head Up Display,Airborne,SN-ALPHA-476948,17/7/2023,29/12/2023,23/12/2023,Delivered On Time,527317,8,4218536,3103123.38,1115412.62,93.21,Level 3 Top Secret,60
ORD-10518,ALPHA-CNT-2025-862,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Naval Target Radar,Airborne,SN-ALPHA-240829,16/2/2023,8/8/2023,31/7/2023,Delivered On Time,1321209,8,10569672,6416666.21,4153005.79,90.75,Level 2 Restricted,36
ORD-10519,ALPHA-CNT-2023-992,Ministry of Defense - Qatar,Middle East,Qatar,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-812591,5/7/2024,24/10/2024,15/10/2024,Delivered On Time,1019752,26,26513552,14969935.82,11543616.18,91.47,Level 1 Standard,24
ORD-10520,ALPHA-CNT-2024-414,Ministry of Defense - Australia,Asia Pacific,Australia,Cyber Security,Threat Intelligence Node,Airborne,SN-ALPHA-868577,30/1/2024,21/6/2024,12/6/2024,Delivered On Time,367942,47,17293274,10807991.01,6485282.99,97.19,Level 1 Standard,48
ORD-10521,ALPHA-CNT-2025-530,Ministry of Defense - India,Asia Pacific,India,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-447668,11/8/2025,17/1/2026,7/1/2026,Delivered On Time,387462,13,5037006,3367627.2,1669378.8,88.9,Level 1 Standard,48
ORD-10522,ALPHA-CNT-2023-907,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Aerospace Systems,Jet Engine Turbine Component,Ground Tactical,SN-ALPHA-603268,17/2/2024,5/7/2024,25/6/2024,Delivered On Time,1464906,39,57131334,33822036.13,23309297.87,97.85,Level 1 Standard,36
ORD-10523,ALPHA-CNT-2024-439,Ministry of Defense - Qatar,Middle East,Qatar,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-585331,8/12/2023,26/5/2024,18/5/2024,Delivered On Time,400046,37,14801702,9453837.04,5347864.96,93.09,Level 1 Standard,24
ORD-10524,ALPHA-CNT-2025-480,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-566991,16/12/2023,8/5/2024,8/5/2024,Delivered On Time,471773,49,23116877,15025871.91,8091005.09,95.09,Level 2 Restricted,48
ORD-10525,ALPHA-CNT-2023-366,Ministry of Defense - Japan,Asia Pacific,Japan,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-476167,23/4/2023,2/7/2023,23/6/2023,Delivered On Time,383478,28,10737384,6059620.77,4677763.23,89.07,Level 3 Top Secret,48
ORD-10526,ALPHA-CNT-2024-699,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Encrypted Comms Server,Digital Command,SN-ALPHA-912402,24/6/2025,22/11/2025,8/1/2026,Delivered Delayed,518379,25,12959475,9017550.18,3941924.82,92.01,Level 2 Restricted,60
ORD-10527,ALPHA-CNT-2025-401,Ministry of Defense - Canada,North America,Canada,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-420310,19/1/2024,12/6/2024,8/6/2024,Delivered On Time,418863,16,6701808,5167669.37,1534138.63,89.07,Level 2 Restricted,12
ORD-10528,ALPHA-CNT-2023-574,Ministry of Defense - Brazil,LATAM,Brazil,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-610626,4/2/2023,11/5/2023,,In Production,1221675,2,2443350,1436532.76,1006817.24,99.44,Level 1 Standard,48
ORD-10529,ALPHA-CNT-2024-971,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Sonar Detection Array,Digital Command,SN-ALPHA-678469,7/3/2024,8/6/2024,,Under Testing,783362,18,14100516,9862634.16,4237881.84,97.61,Level 2 Restricted,24
ORD-10530,ALPHA-CNT-2025-220,Ministry of Defense - Germany,Europe,Germany,Land Defense,Ballistic Shielding Suite,Airborne,SN-ALPHA-214119,18/11/2023,26/2/2024,26/2/2024,Delivered On Time,747974,17,12715558,9106689.38,3608868.62,93.47,Level 1 Standard,36
ORD-10531,ALPHA-CNT-2023-581,Ministry of Defense - Poland,Europe,Poland,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-284308,31/5/2024,10/11/2024,8/11/2024,Delivered On Time,1373440,30,41203200,26981242.68,14221957.32,90.66,Level 2 Restricted,60
ORD-10532,ALPHA-CNT-2024-154,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-776909,25/2/2023,29/7/2023,25/7/2023,Delivered On Time,1418328,39,55314792,40118402.4,15196389.6,99.11,Level 1 Standard,24
ORD-10533,ALPHA-CNT-2025-987,Ministry of Defense - USA,North America,USA,Aerospace Systems,Jet Engine Turbine Component,Maritime,SN-ALPHA-736095,8/4/2023,8/7/2023,26/8/2023,Delivered Delayed,157449,13,2046837,1335935.48,710901.52,92.1,Level 1 Standard,60
ORD-10534,ALPHA-CNT-2023-749,Ministry of Defense - India,Asia Pacific,India,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-185955,15/6/2024,23/9/2024,15/11/2024,Delivered Delayed,1201404,32,38444928,25994896.45,12450031.55,89.92,Level 2 Restricted,12
ORD-10535,ALPHA-CNT-2024-697,Ministry of Defense - Australia,Asia Pacific,Australia,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-982683,31/1/2023,22/6/2023,18/6/2023,Delivered On Time,1225189,29,35530481,19607078.85,15923402.15,94.7,Level 2 Restricted,48
ORD-10536,ALPHA-CNT-2025-694,Ministry of Defense - USA,North America,USA,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-394247,25/9/2023,13/11/2023,9/12/2023,Delivered Delayed,122095,46,5616370,4060242.52,1556127.48,99.23,Level 3 Top Secret,24
ORD-10537,ALPHA-CNT-2023-735,Ministry of Defense - South Korea,Asia Pacific,South Korea,Cyber Security,Encrypted Comms Server,Maritime,SN-ALPHA-966589,4/4/2024,16/7/2024,11/7/2024,Delivered On Time,680212,30,20406360,14597397.2,5808962.8,88.05,Level 3 Top Secret,36
ORD-10538,ALPHA-CNT-2024-172,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Encrypted Comms Server,Digital Command,SN-ALPHA-246802,17/8/2023,15/11/2023,15/11/2023,Delivered On Time,670740,18,12073320,6756232.52,5317087.48,90.83,Level 3 Top Secret,12
ORD-10539,ALPHA-CNT-2025-583,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Ballistic Shielding Suite,Maritime,SN-ALPHA-664781,15/7/2023,22/10/2023,7/11/2023,Delivered Delayed,137593,13,1788709,1148463.02,640245.98,99.17,Level 2 Restricted,12
ORD-10540,ALPHA-CNT-2023-299,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Tactical Data Link,Digital Command,SN-ALPHA-305973,3/5/2023,26/8/2023,24/8/2023,Delivered On Time,741252,43,31873836,25331984.88,6541851.12,90.04,Level 2 Restricted,60
ORD-10541,ALPHA-CNT-2024-612,Ministry of Defense - Canada,North America,Canada,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-376021,30/1/2024,20/5/2024,30/6/2024,Delivered Delayed,1437962,21,30197202,19784727.84,10412474.16,89.35,Level 1 Standard,12
ORD-10542,ALPHA-CNT-2025-222,Ministry of Defense - South Korea,Asia Pacific,South Korea,Land Defense,Armored Tactical Vehicle,Digital Command,SN-ALPHA-869177,22/3/2025,6/9/2025,27/8/2025,Delivered On Time,952473,30,28574190,19301475.34,9272714.66,94.79,Level 3 Top Secret,24
ORD-10543,ALPHA-CNT-2023-988,Ministry of Defense - UK,Europe,UK,Aerospace Systems,Recon Surveillance Drone,Ground Tactical,SN-ALPHA-757057,4/8/2024,23/9/2024,,Under Testing,176202,21,3700242,2876873.55,823368.45,98.26,Level 1 Standard,60
ORD-10544,ALPHA-CNT-2024-797,Ministry of Defense - France,Europe,France,Tactical Avionics,Night Vision Targeting System,Ground Tactical,SN-ALPHA-180176,9/2/2023,15/4/2023,9/4/2023,Delivered On Time,127606,48,6125088,4467121.43,1657966.57,93.68,Level 1 Standard,12
ORD-10545,ALPHA-CNT-2025-490,Ministry of Defense - Australia,Asia Pacific,Australia,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-862760,11/4/2025,18/6/2025,17/6/2025,Delivered On Time,1222345,17,20779865,14452760.44,6327104.56,99.84,Level 1 Standard,36
ORD-10546,ALPHA-CNT-2023-642,Ministry of Defense - UK,Europe,UK,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-179062,19/11/2025,16/2/2026,2/3/2026,Delivered Delayed,168542,40,6741680,5052559.97,1689120.03,96.08,Level 1 Standard,24
